"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"26.05.2023","713,00","715,00","719,50","704,50","26,87K","-0,14%"
"25.05.2023","714,00","720,00","728,00","714,00","19,08K","-0,83%"
"24.05.2023","720,00","727,00","732,00","718,00","12,96K","-0,07%"
"23.05.2023","720,50","720,00","726,00","715,00","11,20K","-0,28%"
"22.05.2023","722,50","729,50","738,00","714,50","25,36K","-0,89%"
"19.05.2023","729,00","730,00","732,00","720,00","18,18K","-0,41%"
"18.05.2023","732,00","736,50","738,50","732,00","8,99K","-0,61%"
"17.05.2023","736,50","735,50","739,50","732,50","10,75K","0,14%"
"16.05.2023","735,50","737,00","748,50","728,50","27,77K","0,55%"
"15.05.2023","731,50","738,50","738,50","725,50","7,01K","0,21%"
"12.05.2023","730,00","737,50","739,50","723,50","6,43K","-0,88%"
"11.05.2023","736,50","719,50","751,50","719,50","37,34K","1,45%"
"10.05.2023","726,00","716,50","731,50","713,50","15,66K","1,33%"
"08.05.2023","716,50","725,50","725,50","713,00","5,31K","-0,83%"
"05.05.2023","722,50","722,00","736,00","721,00","18,04K","0,07%"
"04.05.2023","722,00","730,00","735,50","710,50","29,48K","-1,10%"
"03.05.2023","730,00","741,50","749,50","728,00","22,05K","-1,35%"
"02.05.2023","740,00","755,00","768,50","732,00","31,75K","-1,33%"
"28.04.2023","750,00","762,50","767,50","740,50","22,45K","-1,64%"
"27.04.2023","762,50","763,00","768,50","752,50","21,27K","-0,07%"
"26.04.2023","763,00","763,00","770,50","762,00","13,97K","-0,20%"
"25.04.2023","764,50","775,00","779,50","763,50","24,08K","-1,10%"
"24.04.2023","773,00","793,00","807,00","770,50","64,83K","-0,71%"
"21.04.2023","778,50","761,00","794,00","759,50","94,60K","2,30%"
"20.04.2023","761,00","768,00","778,50","749,50","36,86K","-0,91%"
"19.04.2023","768,00","765,00","790,00","760,00","87,13K","0,92%"
"18.04.2023","761,00","769,50","770,50","755,00","33,94K","-1,04%"
"17.04.2023","769,00","756,00","769,00","751,00","50,08K","2,53%"
"14.04.2023","750,00","745,00","761,50","735,00","86,67K","2,04%"
"13.04.2023","735,00","732,00","741,00","726,00","13,50K","-0,68%"
"12.04.2023","740,00","742,00","746,00","736,50","14,50K","-0,27%"
"11.04.2023","742,00","748,50","750,00","733,00","30,59K","-0,87%"
"10.04.2023","748,50","751,00","755,00","743,00","31,55K","0,20%"
"07.04.2023","747,00","755,50","758,50","743,00","13,40K","-1,06%"
"06.04.2023","755,00","752,00","756,00","750,50","21,98K","0,00%"
"05.04.2023","755,00","761,00","761,50","740,00","35,27K","-0,46%"
"04.04.2023","758,50","750,00","770,00","746,00","59,18K","1,81%"
"03.04.2023","745,00","750,00","768,00","736,00","46,68K","0,00%"
"31.03.2023","745,00","752,50","761,00","732,00","36,81K","-0,67%"
"30.03.2023","750,00","736,00","765,00","736,00","60,49K","1,90%"
"29.03.2023","736,00","761,00","785,50","720,00","209,33K","-1,47%"
"28.03.2023","747,00","761,00","763,00","733,00","69,99K","-1,84%"
"27.03.2023","761,00","723,00","773,50","715,50","219,53K","6,73%"
"24.03.2023","713,00","709,00","727,00","703,00","38,22K","0,42%"
"23.03.2023","710,00","711,00","717,50","708,00","16,27K","0,21%"
"22.03.2023","708,50","709,50","713,00","705,00","7,29K","-0,21%"
"21.03.2023","710,00","715,00","720,00","707,00","17,65K","0,42%"
"20.03.2023","707,00","710,00","713,00","702,00","31,11K","-0,14%"
"17.03.2023","708,00","715,00","715,00","707,00","7,78K","-0,35%"
"16.03.2023","710,50","708,50","711,00","704,00","5,92K","-0,07%"
"15.03.2023","711,00","719,50","721,00","707,00","15,53K","-0,70%"
"14.03.2023","716,00","714,00","722,00","714,00","6,44K","0,28%"
"13.03.2023","714,00","716,50","724,50","711,00","12,36K","-0,28%"
"10.03.2023","716,00","725,00","725,00","710,50","14,53K","-0,62%"
"09.03.2023","720,50","717,50","744,50","716,00","56,55K","0,42%"
"07.03.2023","717,50","712,50","719,50","711,00","12,33K","0,70%"
"06.03.2023","712,50","715,00","719,00","710,00","12,51K","0,21%"
"03.03.2023","711,00","707,00","712,50","707,00","5,26K","0,57%"
"02.03.2023","707,00","727,50","727,50","696,00","17,75K","-1,74%"
"01.03.2023","719,50","711,00","736,00","707,00","46,31K","1,77%"
"28.02.2023","707,00","708,50","711,50","705,00","7,26K","0,35%"
"27.02.2023","704,50","700,00","710,00","697,00","8,10K","0,43%"
"24.02.2023","701,50","709,50","709,50","700,00","5,65K","-0,92%"
"22.02.2023","708,00","700,00","713,00","700,00","9,43K","1,29%"
"21.02.2023","699,00","691,50","711,00","690,00","18,28K","1,08%"
"20.02.2023","691,50","693,50","695,00","685,00","8,94K","-0,65%"
"17.02.2023","696,00","698,00","701,00","692,50","5,01K","-0,29%"
"16.02.2023","698,00","694,50","702,00","691,50","9,99K","0,58%"
"15.02.2023","694,00","720,00","720,00","690,00","29,71K","-3,48%"
"14.02.2023","719,00","742,00","742,00","713,00","25,99K","-1,91%"
"13.02.2023","733,00","717,00","741,50","712,50","44,29K","2,16%"
"10.02.2023","717,50","716,00","719,50","714,00","5,13K","0,21%"
"09.02.2023","716,00","724,00","724,00","710,00","9,52K","0,00%"
"08.02.2023","716,00","714,50","722,50","714,00","9,76K","-0,07%"
"07.02.2023","716,50","720,00","722,50","712,50","10,70K","-0,21%"
"06.02.2023","718,00","715,50","723,00","714,00","8,56K","0,14%"
"03.02.2023","717,00","721,00","722,50","708,50","11,64K","-0,42%"
"02.02.2023","720,00","723,50","724,00","719,00","7,14K","0,14%"
"01.02.2023","719,00","720,00","723,00","718,00","13,01K","-0,21%"
"31.01.2023","720,50","719,50","728,00","719,00","19,05K","0,14%"
"30.01.2023","719,50","713,00","727,00","707,00","26,67K","0,56%"
"27.01.2023","715,50","718,50","720,50","706,00","7,35K","0,07%"
"26.01.2023","715,00","719,00","721,50","707,00","15,02K","-0,56%"
"25.01.2023","719,00","717,50","721,50","710,50","8,90K","0,14%"
"24.01.2023","718,00","714,50","730,00","714,50","19,77K","0,56%"
"23.01.2023","714,00","706,50","716,50","704,00","7,38K","1,06%"
"20.01.2023","706,50","715,00","715,00","686,00","18,11K","-0,70%"
"19.01.2023","711,50","723,50","723,50","705,50","16,77K","-1,52%"
"18.01.2023","722,50","723,00","729,50","712,50","14,19K","0,77%"
"17.01.2023","717,00","734,00","738,00","715,00","18,42K","-1,92%"
"16.01.2023","731,00","716,50","745,00","703,50","64,16K","2,89%"
"13.01.2023","710,50","712,00","717,50","701,00","21,72K","-0,07%"
"12.01.2023","711,00","698,50","730,50","698,50","67,84K","1,79%"
"11.01.2023","698,50","693,50","699,00","693,50","10,33K","0,72%"
"10.01.2023","693,50","691,00","694,00","689,00","4,94K","0,36%"
"09.01.2023","691,00","690,00","693,00","688,00","6,36K","0,29%"
"06.01.2023","689,00","691,50","692,00","687,00","3,81K","-0,36%"
"05.01.2023","691,50","699,00","702,00","690,00","7,12K","-1,07%"
"04.01.2023","699,00","693,00","700,00","691,50","6,20K","0,79%"
"03.01.2023","693,50","691,00","702,00","689,50","7,17K","0,51%"
"30.12.2022","690,00","688,00","693,00","686,00","7,28K","0,29%"
"29.12.2022","688,00","688,00","691,00","685,00","6,18K","-0,07%"
"28.12.2022","688,50","693,00","694,00","688,00","6,21K","-0,65%"
"27.12.2022","693,00","699,50","699,50","690,00","10,22K","-0,22%"
"26.12.2022","694,50","694,00","703,50","690,00","7,23K","-0,50%"
"23.12.2022","698,00","695,50","701,50","693,00","5,26K","0,36%"
"22.12.2022","695,50","700,00","703,00","694,50","5,84K","-0,29%"
"21.12.2022","697,50","705,00","710,50","695,00","8,61K","-0,43%"
"20.12.2022","700,50","695,00","716,50","682,50","10,61K","1,60%"
"19.12.2022","689,50","695,00","700,00","682,00","6,14K","-0,79%"
"16.12.2022","695,00","690,50","700,50","685,00","6,02K","0,29%"
"15.12.2022","693,00","704,00","710,00","690,00","10,48K","-1,63%"
"14.12.2022","704,50","716,00","716,00","701,50","5,55K","-1,61%"
"13.12.2022","716,00","710,00","717,50","706,00","7,01K","0,70%"
"12.12.2022","711,00","707,00","715,50","706,00","11,68K","0,85%"
"09.12.2022","705,00","724,50","724,50","700,00","13,22K","-1,95%"
"08.12.2022","719,00","720,00","723,00","718,00","3,95K","-0,69%"
"07.12.2022","724,00","721,50","727,50","720,00","4,16K","0,14%"
"06.12.2022","723,00","729,00","734,50","720,00","17,02K","-0,82%"
"05.12.2022","729,00","731,00","736,00","711,00","20,43K","-0,21%"
"02.12.2022","730,50","743,00","743,00","725,00","21,18K","-0,88%"
"01.12.2022","737,00","758,00","758,00","737,00","9,06K","-0,94%"
"30.11.2022","744,00","749,00","756,00","741,00","10,74K","-0,80%"
"29.11.2022","750,00","750,00","753,00","737,50","20,51K","0,27%"
"28.11.2022","748,00","747,50","787,50","721,00","58,35K","0,81%"
"25.11.2022","742,00","743,00","764,00","733,00","31,04K","0,61%"
"24.11.2022","737,50","739,50","745,00","719,00","15,72K","-0,27%"
"23.11.2022","739,50","739,00","749,00","737,50","10,02K","0,07%"
"22.11.2022","739,00","742,50","744,50","727,50","18,10K","1,23%"
"21.11.2022","730,00","735,00","735,50","724,50","7,40K","-0,68%"
"18.11.2022","735,00","729,00","737,00","718,50","15,50K","0,82%"
"17.11.2022","729,00","743,00","743,00","720,00","17,79K","-1,55%"
"16.11.2022","740,50","743,00","745,50","712,00","29,01K","-0,94%"
"15.11.2022","747,50","752,00","754,00","742,00","13,83K","-0,53%"
"14.11.2022","751,50","750,00","756,50","746,50","22,02K","-0,53%"
"11.11.2022","755,50","766,00","766,00","754,00","25,69K","0,20%"
"10.11.2022","754,00","740,00","765,00","739,50","34,68K","1,75%"
"09.11.2022","741,00","748,50","749,00","735,50","23,54K","-0,60%"
"08.11.2022","745,50","749,50","760,00","736,50","28,22K","-0,53%"
"07.11.2022","749,50","739,50","750,00","736,00","35,93K","1,77%"
"03.11.2022","736,50","751,50","751,50","716,00","20,52K","-2,45%"
"02.11.2022","755,00","769,00","769,00","752,50","11,40K","-0,98%"
"01.11.2022","762,50","759,00","775,00","759,00","12,99K","0,46%"
"31.10.2022","759,00","771,50","776,50","730,00","28,48K","-1,62%"
"28.10.2022","771,50","780,00","782,50","770,00","11,64K","-1,09%"
"27.10.2022","780,00","774,00","790,00","766,00","33,75K","1,10%"
"26.10.2022","771,50","775,50","779,50","762,00","24,47K","-0,52%"
"25.10.2022","775,50","770,00","781,50","766,00","32,43K","0,91%"
"24.10.2022","768,50","791,50","831,00","765,00","105,97K","-1,91%"
"21.10.2022","783,50","720,00","787,50","719,00","48,18K","7,77%"
"20.10.2022","727,00","722,00","735,00","720,00","13,03K","1,18%"
"19.10.2022","718,50","725,00","734,50","704,00","21,05K","-2,24%"
"18.10.2022","735,00","759,50","759,50","710,00","30,09K","-2,00%"
"17.10.2022","750,00","727,50","754,00","727,50","13,20K","3,09%"
"14.10.2022","727,50","749,00","752,50","725,50","5,14K","-1,36%"
"13.10.2022","737,50","757,50","757,50","727,00","11,73K","-1,99%"
"12.10.2022","752,50","766,00","766,00","731,50","15,81K","3,79%"
"11.10.2022","725,00","696,50","735,00","696,50","16,14K","3,65%"
"10.10.2022","699,50","675,00","703,00","639,00","15,35K","0,94%"
"07.10.2022","693,00","700,00","704,50","681,50","21,69K","-1,84%"
"06.10.2022","706,00","678,00","709,50","666,00","33,76K","4,28%"
"05.10.2022","677,00","697,00","730,00","651,00","35,37K","0,97%"
"04.10.2022","670,50","684,50","696,50","663,00","11,88K","-1,32%"
"03.10.2022","679,50","640,00","699,00","640,00","23,14K","2,80%"
"30.09.2022","661,00","668,50","686,00","610,00","24,88K","-1,12%"
"29.09.2022","668,50","722,00","722,00","607,50","53,18K","0,91%"
"28.09.2022","662,50","697,50","701,00","660,50","8,56K","-3,21%"
"27.09.2022","684,50","665,50","721,00","661,00","13,84K","2,93%"
"26.09.2022","665,00","710,00","744,50","634,00","15,25K","-7,06%"
"23.09.2022","715,50","747,50","760,00","699,50","8,50K","-5,23%"
"22.09.2022","755,00","750,00","806,00","735,00","12,14K","0,80%"
"21.09.2022","749,00","772,00","799,50","700,00","14,22K","-6,84%"
"20.09.2022","804,00","861,50","867,50","760,50","29,54K","-6,51%"
"19.09.2022","860,00","865,00","876,50","848,00","9,45K","-0,92%"
"16.09.2022","868,00","879,00","880,00","862,50","7,12K","-0,80%"
"15.09.2022","875,00","872,50","889,00","872,50","6,47K","-0,11%"
"14.09.2022","876,00","895,00","895,00","869,00","8,23K","-1,57%"
"13.09.2022","890,00","880,50","900,00","870,00","20,89K","2,06%"
"12.09.2022","872,00","919,50","919,50","861,00","30,28K","1,34%"
"09.09.2022","860,50","860,00","870,00","856,50","9,27K","-0,92%"
"08.09.2022","868,50","867,50","873,00","857,50","4,00K","0,17%"
"07.09.2022","867,00","884,50","889,00","866,00","8,86K","-2,31%"
"06.09.2022","887,50","895,50","907,00","865,00","16,08K","-0,89%"
"05.09.2022","895,50","897,00","900,00","888,00","6,30K","-0,06%"
"02.09.2022","896,00","898,50","906,00","885,50","6,27K","0,06%"
"01.09.2022","895,50","902,00","902,00","876,00","6,70K","-0,06%"
"31.08.2022","896,00","881,00","902,50","874,50","10,86K","-0,17%"
"30.08.2022","897,50","899,50","904,50","883,00","9,34K","-0,61%"
"29.08.2022","903,00","910,00","913,50","898,00","11,93K","-0,50%"
"26.08.2022","907,50","916,00","917,00","890,00","11,32K","-1,04%"
"25.08.2022","917,00","925,00","928,00","896,00","7,93K","-0,70%"
"24.08.2022","923,50","929,00","929,00","914,00","3,49K","0,05%"
"23.08.2022","923,00","933,50","940,00","909,50","14,67K","-1,28%"
"22.08.2022","935,00","936,50","945,00","912,50","19,86K","-0,11%"
"19.08.2022","936,00","924,00","936,00","918,50","10,29K","0,97%"
"18.08.2022","927,00","912,00","953,00","904,00","43,72K","2,37%"
"17.08.2022","905,50","891,00","909,00","891,00","14,59K","1,29%"
"16.08.2022","894,00","890,00","909,50","889,00","16,59K","0,22%"
"15.08.2022","892,00","899,00","899,50","843,00","59,89K","0,51%"
"12.08.2022","887,50","842,50","938,00","837,50","87,78K","5,22%"
"11.08.2022","843,50","840,00","844,00","808,50","18,03K","0,42%"
"10.08.2022","840,00","832,00","847,00","812,50","13,04K","0,96%"
"09.08.2022","832,00","821,50","841,50","800,00","20,87K","1,22%"
"08.08.2022","822,00","808,50","827,00","782,50","26,45K","3,40%"
"05.08.2022","795,00","830,00","831,00","765,00","38,51K","-3,87%"
"04.08.2022","827,00","760,50","839,00","760,50","67,97K","8,18%"
"03.08.2022","764,50","808,50","808,50","755,50","45,64K","-4,85%"
"02.08.2022","803,50","905,00","944,00","792,00","118,91K","-9,52%"
"01.08.2022","888,00","787,00","925,50","787,00","142,33K","13,12%"
"29.07.2022","785,00","709,00","838,00","707,00","92,27K","11,11%"
"28.07.2022","706,50","709,50","709,50","701,00","5,39K","0,43%"
"27.07.2022","703,50","699,00","712,00","699,00","4,89K","-0,35%"
"26.07.2022","706,00","713,50","718,00","686,00","10,54K","-1,05%"
"25.07.2022","713,50","728,00","736,50","708,50","30,02K","0,99%"
"22.07.2022","706,50","710,00","710,00","673,00","13,65K","2,69%"
"21.07.2022","688,00","678,50","691,50","663,00","3,44K","-0,07%"
"20.07.2022","688,50","698,00","705,00","670,50","6,52K","-0,15%"
"19.07.2022","689,50","674,00","706,00","671,00","6,93K","3,06%"
"18.07.2022","669,00","673,50","674,00","663,00","1,36K","0,22%"
"15.07.2022","667,50","673,50","676,00","651,50","2,77K","0,68%"
"14.07.2022","663,00","663,50","685,00","662,00","2,15K","0,30%"
"13.07.2022","661,00","680,00","690,00","658,00","3,54K","-3,08%"
"12.07.2022","682,00","698,00","698,00","677,50","2,18K","0,15%"
"11.07.2022","681,00","692,50","696,00","681,00","1,72K","-1,23%"
"08.07.2022","689,50","682,50","696,50","679,50","2,64K","0,51%"
"07.07.2022","686,00","685,50","693,00","677,00","4,03K","1,18%"
"06.07.2022","678,00","678,50","680,00","671,00","2,35K","0,74%"
"05.07.2022","673,00","681,00","681,00","670,50","2,59K","-0,15%"
"04.07.2022","674,00","678,50","686,00","669,00","2,96K","-0,66%"
"01.07.2022","678,50","675,50","694,50","650,00","5,42K","0,44%"
"30.06.2022","675,50","702,00","730,00","650,00","13,66K","-3,36%"
"29.06.2022","699,00","695,50","708,00","695,00","4,44K","0,58%"
"28.06.2022","695,00","705,00","720,00","692,00","3,99K","-1,42%"
"27.06.2022","705,00","685,00","732,50","672,00","7,97K","3,52%"
"24.06.2022","681,00","679,50","688,50","672,50","2,19K","0,22%"
"23.06.2022","679,50","693,50","693,50","675,50","2,75K","-0,37%"
"22.06.2022","682,00","689,00","689,50","655,00","4,39K","-0,22%"
"21.06.2022","683,50","689,50","693,50","680,00","3,53K","-0,80%"
"20.06.2022","689,00","685,50","690,00","672,00","2,47K","0,36%"
"17.06.2022","686,50","687,50","687,50","680,00","1,02K","0,15%"
"16.06.2022","685,50","675,00","688,00","675,00","1,59K","1,18%"
"15.06.2022","677,50","665,00","693,50","660,00","1,89K","1,42%"
"14.06.2022","668,00","670,00","675,00","656,50","3,66K","-0,52%"
"10.06.2022","671,50","672,50","681,00","668,00","2,74K","-1,03%"
"09.06.2022","678,50","688,00","708,00","668,50","5,89K","-2,51%"
"08.06.2022","696,00","690,00","702,00","687,00","5,93K","1,31%"
"07.06.2022","687,00","678,00","687,50","654,50","6,58K","1,33%"
"06.06.2022","678,00","680,00","689,50","669,50","3,13K","-0,29%"
"03.06.2022","680,00","695,50","695,50","668,00","5,40K","-0,22%"
"02.06.2022","681,50","709,00","709,00","676,50","7,48K","-3,74%"
"01.06.2022","708,00","719,50","722,00","701,00","5,32K","-0,42%"
"31.05.2022","711,00","727,00","749,00","709,00","4,40K","-2,20%"
"30.05.2022","727,00","745,00","745,00","723,00","3,87K","-1,16%"
"27.05.2022","735,50","745,00","759,50","719,00","5,47K","-0,94%"
"26.05.2022","742,50","739,50","766,50","726,00","4,28K","0,68%"
"25.05.2022","737,50","733,00","744,50","725,00","2,88K","1,10%"
"24.05.2022","729,50","729,00","739,50","722,00","1,93K","0,07%"
"23.05.2022","729,00","757,00","765,00","719,50","2,83K","-3,64%"
"20.05.2022","756,50","780,00","780,00","748,50","3,68K","-2,13%"
"19.05.2022","773,00","772,50","776,50","742,00","3,58K","0,39%"
"18.05.2022","770,00","788,00","819,50","766,00","12,60K","-2,47%"
"17.05.2022","789,50","766,50","800,00","760,50","12,18K","3,07%"
"16.05.2022","766,00","772,50","775,00","744,00","3,31K","3,51%"
"13.05.2022","740,00","735,50","775,00","735,50","2,07K","-0,74%"
"12.05.2022","745,50","750,50","765,00","731,50","2,93K","-2,17%"
"11.05.2022","762,00","755,00","765,50","755,00","2,08K","-0,26%"
"06.05.2022","764,00","771,50","778,50","755,00","1,92K","-0,97%"
"05.05.2022","771,50","771,00","787,00","765,00","3,18K","-0,58%"
"04.05.2022","776,00","785,00","788,00","770,00","2,90K","-0,58%"
"29.04.2022","780,50","776,50","788,50","761,50","4,27K","0,58%"
"28.04.2022","776,00","794,50","800,00","775,00","8,63K","-2,02%"
"27.04.2022","792,00","791,50","800,00","752,00","11,33K","0,19%"
"26.04.2022","790,50","815,00","845,00","770,00","29,58K","-4,18%"
"25.04.2022","825,00","730,00","988,00","727,00","100,74K","13,79%"
"22.04.2022","725,00","733,00","741,00","715,50","1,48K","-1,09%"
"21.04.2022","733,00","730,00","755,00","712,50","3,77K","0,41%"
"20.04.2022","730,00","736,50","770,50","711,00","3,17K","0,27%"
"19.04.2022","728,00","717,50","745,00","705,00","6,28K","-0,07%"
"18.04.2022","728,50","779,50","790,00","717,00","6,51K","-5,57%"
"15.04.2022","771,50","800,00","800,00","695,00","3,48K","-1,72%"
"14.04.2022","785,00","780,50","844,50","753,00","3,76K","-1,75%"
"13.04.2022","799,00","801,00","829,00","777,00","3,25K","0,06%"
"12.04.2022","798,50","785,00","830,00","751,00","7,73K","0,57%"
"11.04.2022","794,00","820,00","820,00","785,50","2,56K","-1,00%"
"08.04.2022","802,00","826,50","827,00","787,50","4,92K","-0,74%"
"07.04.2022","808,00","804,50","835,00","790,00","3,21K","0,50%"
"06.04.2022","804,00","800,00","860,00","776,00","7,03K","-1,05%"
"05.04.2022","812,50","862,50","862,50","802,00","9,03K","-5,03%"
"04.04.2022","855,50","861,50","888,50","815,50","7,63K","-0,64%"
"01.04.2022","861,00","870,00","949,00","860,50","18,31K","-0,23%"
"31.03.2022","863,00","887,00","900,00","761,00","26,02K","-2,43%"
"30.03.2022","884,50","730,00","970,00","708,00","65,87K","24,93%"
"29.03.2022","708,00","650,00","749,00","638,50","11,51K","10,88%"
