Дата,Цена,Откр.,Макс.,Мин.,Объём,Изм. %,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,SMA_20,EMA_20,RSI,MACD,Signal_Line
2022-03-28,638.5,680.0,699.5,548.0,967000,-1.01,0,1,3,2022,87,28,13,781.475,783.8556466081437,32.36074270557029,2.8083793714723697,16.512300266977803
2022-03-29,708.0,650.0,749.0,638.5,1151000,10.88,1,1,3,2022,88,29,13,790.8,799.1562409879483,47.07560627674751,17.770071158790074,19.93828049085416
2022-03-30,884.5,730.0,970.0,708.0,6587000,24.93,2,1,3,2022,89,30,13,794.925,808.7516347761533,94.84240687679083,29.53179309592963,20.480332823870185
2022-03-31,863.0,887.0,900.0,761.0,2602000,-2.43,3,1,3,2022,90,31,13,790.3,800.7781226473275,92.90322580645162,26.143564832483207,18.21746775585532
2022-04-01,861.0,870.0,949.0,860.5,1831000,-0.23,4,2,4,2022,91,1,13,785.95,794.2284513470462,91.02564102564102,23.62777436048475,16.235943486698346
2022-04-04,855.5,861.5,888.5,815.5,763000,-0.64,0,2,4,2022,94,4,14,781.925,787.1998672783142,91.16719242902208,20.27667053098139,14.387985768251747
2022-04-05,812.5,862.5,862.5,802.0,903000,-5.03,1,2,4,2022,95,5,14,777.95,780.0103796233999,47.09976798143852,16.264510071782638,12.915814577569336
2022-04-06,804.0,800.0,860.0,776.0,703000,-1.05,2,2,4,2022,96,6,14,775.9,776.5904195837578,52.795031055900616,15.28514148463421,12.07864070401601
2022-04-07,808.0,804.5,835.0,790.0,321000,0.5,3,2,4,2022,97,7,14,773.9,773.7052005925744,53.34728033472803,14.67823624816981,11.27701550886146
2022-04-08,802.0,826.5,827.0,787.5,492000,-0.74,4,2,4,2022,98,8,14,771.6,770.0952217075823,55.22088353413654,13.28283012820009,10.42671032403437
2022-04-11,794.0,820.0,820.0,785.5,256000,-1.0,0,2,4,2022,101,11,15,768.775,766.7368239925909,52.74949083503054,11.919488787755881,9.712680372992942
2022-04-12,798.5,785.0,830.0,751.0,773000,0.57,1,2,4,2022,102,12,15,766.075,763.867015991811,54.58248472505092,10.82054054903972,9.160978269302207
2022-04-13,799.0,801.0,829.0,777.0,325000,0.06,2,2,4,2022,103,13,15,764.45,760.2214387277911,55.51102204408817,8.80231148000155,8.746087699367829
2022-04-14,785.0,780.5,844.5,753.0,376000,-1.75,3,2,4,2022,104,14,15,763.975,756.1394849096639,54.320987654320994,6.0473745739927836,8.732031754209398
2022-04-15,771.5,800.0,800.0,695.0,348000,-1.72,4,2,4,2022,105,15,15,763.225,753.1015359527863,52.05183585313174,3.8685660201562087,9.403196049263551
2022-04-18,728.5,779.5,790.0,717.0,651000,-5.57,0,2,4,2022,108,18,16,763.3,751.1648555267639,45.853658536585364,2.405889414784383,10.786853556540386
2022-04-19,728.0,717.5,745.0,705.0,628000,-0.07,1,2,4,2022,109,19,16,764.7,753.550629792739,47.142857142857146,4.882169246985654,12.882094591979387
2022-04-20,730.0,736.5,770.5,711.0,317000,0.27,2,2,4,2022,110,20,16,764.75,756.240169770922,42.30769230769231,8.022698498311911,14.882075928227819
2022-04-21,733.0,730.0,755.0,712.5,377000,0.41,3,2,4,2022,111,21,16,764.725,759.0022929047033,38.89980353634577,11.710825673665568,16.596920285706794
2022-04-22,725.0,733.0,741.0,715.5,148000,-1.09,4,2,4,2022,112,22,16,764.95,761.7393763683561,41.54135338345865,15.942423258590907,17.8184439387171
2022-04-25,825.0,730.0,988.0,727.0,10074000,13.79,0,2,4,2022,115,25,17,765.825,765.6066791439725,65.38461538461539,21.926136201407076,18.287449108748646
2022-04-26,790.5,815.0,845.0,770.0,2958000,-4.18,1,2,4,2022,116,26,17,761.35,759.3547506328118,61.25827814569536,19.062786012762786,17.37777733558404
2022-04-27,792.0,791.5,800.0,752.0,1133000,0.19,2,2,4,2022,117,27,17,758.175,756.0763033310025,67.79661016949152,18.643560339071087,16.95652516628935
2022-04-28,776.0,794.5,800.0,775.0,863000,-2.02,3,2,4,2022,118,28,17,754.125,752.2948615763711,64.39628482972137,17.684569601536396,16.534766373093916
2022-04-29,780.5,776.5,788.5,761.5,427000,0.58,4,2,4,2022,119,29,17,750.725,749.799583847568,63.03030303030303,17.832409502333462,16.247315565983293
2022-05-04,776.0,785.0,788.0,770.0,290000,-0.58,2,2,5,2022,124,4,18,745.775,746.5679610946804,60.12084592145015,17.303544655680298,15.851042081895752
2022-05-05,771.5,771.0,787.0,765.0,318000,-0.58,3,2,5,2022,125,5,18,740.975,743.4698517362257,60.714285714285715,16.835014692778714,15.487916438449615
2022-05-06,764.0,771.5,778.5,755.0,192000,-0.97,4,2,5,2022,126,6,18,736.3,740.5193098137231,60.946745562130175,16.45030896278024,15.151141874867339
2022-05-11,762.0,755.0,765.5,755.0,208000,-0.26,2,2,5,2022,131,11,19,732.45,738.0476582151678,63.93442622950819,16.483643700669063,14.826350102889112
