Дата,Цена,Откр.,Макс.,Мин.,Объём,Изм. %,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,SMA_20,EMA_20,RSI,MACD,Signal_Line
2020-12-25,959.2,947.0,967.0,947.0,803000,0.95,4,4,12,2020,360,25,52,957.1300000000001,968.4182568391287,51.865671641791046,-20.51945774664034,-27.76902418524866
2020-12-28,951.0,963.6,963.6,950.0,328000,-0.85,0,4,12,2020,363,28,53,956.9200000000001,969.3885996643002,40.663900414937714,-22.122390586954452,-29.58141579490074
2020-12-29,959.4,963.8,963.8,950.0,356000,0.88,1,4,12,2020,364,29,53,957.3700000000001,971.3242417342265,48.51485148514845,-23.011626458236037,-31.44617209688731
2020-12-30,958.0,960.0,960.0,949.4,439000,-0.15,2,4,12,2020,365,30,53,957.24,972.5794250746712,57.201646090535,-24.667172949097676,-33.554808506550124
2021-01-04,964.8,959.4,965.0,951.4,405000,0.71,0,1,1,2021,4,4,1,957.24,974.1141013983209,57.91666666666657,-26.278911590901316,-35.77671739591324
2021-01-05,965.0,967.0,967.0,951.4,519000,0.02,1,1,1,2021,5,5,1,957.5,975.09453312446,59.183673469387756,-28.64620110693579,-38.15116884716621
2021-01-06,962.0,962.0,966.6,957.2,138000,-0.31,2,1,1,2021,6,6,1,957.85,976.1571155586137,57.4468085106383,-31.271414982209762,-40.52741078222381
2021-01-08,958.0,960.4,964.0,956.2,432000,-0.42,4,1,1,2021,8,8,1,958.8,977.6473382489941,47.916666666666664,-33.8618310196365,-42.84140973222732
2021-01-11,961.8,958.0,966.4,950.0,662000,0.4,0,1,1,2021,11,11,2,961.1699999999998,979.7154791173093,55.27426160337552,-36.26833540166649,-45.08630441037503
2021-01-12,956.8,962.6,962.6,951.2,347000,-0.52,1,1,1,2021,12,12,2,966.5799999999999,981.6013190243945,48.62385321100913,-39.19927975252415,-47.290796662552154
2021-01-13,952.0,960.4,962.0,950.2,256000,-0.5,2,1,1,2021,13,13,2,973.64,984.211984184857,32.2834645669292,-41.860968291218455,-49.313675890059145
2021-01-14,951.0,957.8,960.4,950.4,188000,-0.11,3,1,1,2021,14,14,2,980.5899999999999,987.6027193622105,29.72972972972981,-44.16063666909781,-51.17685278976932
2021-01-15,951.0,951.0,955.8,940.0,1829000,0.0,4,1,1,2021,15,15,2,987.79,991.4556371898116,25.328947368421126,-46.35169504713156,-52.93090681993719
2021-01-18,950.6,942.6,958.4,942.2,304000,-0.04,0,1,1,2021,18,18,3,993.86,995.7141253150548,17.688679245283126,-48.474075812590854,-54.575709763138605
2021-01-19,957.2,951.8,972.8,951.0,1065000,0.69,1,1,1,2021,19,19,3,1000.8399999999999,1000.4629806113765,10.504201680672338,-50.43720070504844,-56.10111825077554
2021-01-20,960.0,957.2,973.4,957.2,1018000,0.29,2,1,1,2021,20,20,3,1006.7300000000001,1005.0169785704687,8.928571428571487,-52.88122992116632,-57.517097637207314
2021-01-21,960.6,960.0,969.8,950.2,720000,0.06,3,1,1,2021,21,21,3,1012.2300000000001,1009.7556078936759,12.61467889908262,-55.516609321794476,-58.676064566217555
2021-01-22,951.0,954.0,960.8,948.0,891000,-1.0,4,1,1,2021,22,22,3,1017.96,1014.9298824087997,7.345971563981095,-58.133888348460914,-59.465928377323316
2021-01-25,957.2,950.4,962.4,950.4,536000,0.65,0,1,1,2021,25,25,4,1024.85,1021.6593437149892,18.89848812095032,-59.65144974833788,-59.798938384538914
2021-01-26,956.0,958.0,962.0,951.0,207000,-0.13,1,1,1,2021,26,26,4,1031.28,1028.4445377902512,16.74925668979185,-61.352025211477326,-59.83581054358917
2021-01-27,955.0,958.6,961.0,953.6,330000,-0.1,2,1,1,2021,27,27,4,1037.8899999999999,1036.0702786102777,22.222222222222214,-62.50800298135391,-59.45675687661713
2021-01-28,960.0,954.2,970.0,948.2,4716000,0.52,3,1,1,2021,28,28,4,1047.52,1044.6039921482018,24.537037037037038,-62.972425473358726,-58.69394535043293
2021-01-29,956.8,965.0,969.4,951.8,1108000,-0.33,4,1,1,2021,29,29,4,1056.52,1053.5096755322231,22.844036697247688,-63.158325810814176,-57.62432531970147
2021-02-01,958.0,956.8,967.6,955.2,541000,0.13,0,1,2,2021,32,1,5,1066.6799999999998,1063.6896413777204,21.61458333333333,-62.15111750246365,-56.240825196923296
2021-02-02,970.0,955.6,976.0,955.6,2511000,1.25,1,1,2,2021,33,2,5,1078.02,1074.8148667859014,23.848238482384815,-60.08371900704219,-54.763252120538205
2021-02-03,972.0,960.0,976.0,960.0,859000,0.21,2,1,2,2021,34,3,5,1087.91,1085.8480106581014,23.805229936880053,-57.792839923692554,-53.433135398912206
2021-02-04,981.0,972.0,1005.0,947.0,8206000,0.93,3,1,2,2021,35,4,5,1097.81,1097.8320117800067,19.397501836884643,-54.23185840387282,-52.343209267717114
2021-02-05,1005.4,980.2,1033.0,979.8,4836000,2.49,4,1,2,2021,36,5,5,1108.76,1110.1301182831653,23.64917776037585,-49.814287687246406,-51.871046983678184
2021-02-08,1070.0,1024.8,1132.2,1024.8,11142000,6.43,0,1,2,2021,39,8,6,1118.7400000000002,1121.1543412603405,28.65275142314988,-45.93565324257429,-52.38523680778612
2021-02-09,1098.0,1066.2,1126.0,1065.8,3934000,2.62,1,1,2,2021,40,9,6,1125.4900000000002,1126.539008761429,29.09441233140653,-46.89440486784588,-53.997632699089074
2021-02-10,1091.0,1100.0,1100.0,1064.0,2231000,-0.64,2,1,2,2021,41,10,6,1130.64,1129.5431149468425,32.35294117647058,-50.28692923511517,-55.773439656899875
